DueDate,Customer,Plant,Item,QTY,Sales,SONUM,CustName,CPO,Salesman,CustNum,BIN,Plant2,Load #,Address1,Address2,City,State,ZIP
1/19/2026,LOWE'S,TX-TRLR,4X5LSHS,1,569.54,12546916,"LOWE'S OF WAXAHACHIE, TX",302775909,Jason Miller,LOW02601,USA,TX,TX26-1115,1420 NORTH HIGHWAY 77,214-399-2000,WAXAHACHIE,TX,75165
1/19/2026,LOWE'S,TX-TRLR,5.5X10GWHDP,1,1937.58,12546916,"LOWE'S OF WAXAHACHIE, TX",302775909,Jason Miller,LOW02601,USA,TX,TX26-1115,1420 NORTH HIGHWAY 77,214-399-2000,WAXAHACHIE,TX,75165
1/19/2026,LOWE'S,TX-TRLR,6X12GWHS16,2,4598.52,12546916,"LOWE'S OF WAXAHACHIE, TX",302775909,Jason Miller,LOW02601,USA,TX,TX26-1115,1420 NORTH HIGHWAY 77,214-399-2000,WAXAHACHIE,TX,75165
1/19/2026,LOWE'S,TX-TRLR,6X8GW2KPT,1,1328.23,12546916,"LOWE'S OF WAXAHACHIE, TX",302775909,Jason Miller,LOW02601,USA,TX,TX26-1115,1420 NORTH HIGHWAY 77,214-399-2000,WAXAHACHIE,TX,75165
2/16/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,1,1937.58,12546917,"LOWE'S OF WAYNESBORO, VA",302775910,Jason Miller,LOW02602,USA,VA,VA26-1093,801 LEW DEWITT BOULEVARD,(540) 946-3760,WAYNESBORO,VA,22980
2/16/2026,LOWE'S,VA-TRLR,5X8G,2,1686.48,12546917,"LOWE'S OF WAYNESBORO, VA",302775910,Jason Miller,LOW02602,USA,VA,VA26-1093,801 LEW DEWITT BOULEVARD,(540) 946-3760,WAYNESBORO,VA,22980
2/16/2026,LOWE'S,VA-TRLR,6X12GWHS16,1,2299.26,12546917,"LOWE'S OF WAYNESBORO, VA",302775910,Jason Miller,LOW02602,USA,VA,VA26-1093,801 LEW DEWITT BOULEVARD,(540) 946-3760,WAYNESBORO,VA,22980
2/16/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546917,"LOWE'S OF WAYNESBORO, VA",302775910,Jason Miller,LOW02602,USA,VA,VA26-1093,801 LEW DEWITT BOULEVARD,(540) 946-3760,WAYNESBORO,VA,22980
3/2/2026,LOWE'S,NV-ALTRLR,6X10AGW,1,2398,12546918,"LOWE'S OF SANDY, UT",302775911,Jason Miller,LOW02606,USA-AL,NV,NV26-1017,9291 SOUTH QUARRY BEND DRIVE,(801) 790-5950,SANDY,UT,84094
3/2/2026,LOWE'S,NV-TRLR,5.5X9GPR,1,1696.81,12546918,"LOWE'S OF SANDY, UT",302775911,Jason Miller,LOW02606,USA,NV,NV26-1017,9291 SOUTH QUARRY BEND DRIVE,(801) 790-5950,SANDY,UT,84094
3/2/2026,LOWE'S,NV-TRLR,5X8G,2,1686.48,12546918,"LOWE'S OF SANDY, UT",302775911,Jason Miller,LOW02606,USA,NV,NV26-1017,9291 SOUTH QUARRY BEND DRIVE,(801) 790-5950,SANDY,UT,84094
3/16/2026,LOWE'S,NV-TRLR,5X8G,2,1686.48,12546919,"LOWE'S OF BOZEMAN, MT",302775912,Jason Miller,LOW02608,USA,NV,NV26-1029,1731 TSCHACHE LANE,406-522-3240,BOZEMAN,MT,59718
3/16/2026,LOWE'S,NV-TRLR,6X10GWHS,1,2197.72,12546919,"LOWE'S OF BOZEMAN, MT",302775912,Jason Miller,LOW02608,USA,NV,NV26-1029,1731 TSCHACHE LANE,406-522-3240,BOZEMAN,MT,59718
3/16/2026,LOWE'S,NV-TRLR,6X8GW2KPT,1,1328.23,12546919,"LOWE'S OF BOZEMAN, MT",302775912,Jason Miller,LOW02608,USA,NV,NV26-1029,1731 TSCHACHE LANE,406-522-3240,BOZEMAN,MT,59718
2/16/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546920,"LOWE'S OF NEWPORT, TN",302775913,Jason Miller,LOW02609,USA,GA,#N/A,120 EPLEY RD,423-613-1860,NEWPORT,TN,37821
2/16/2026,LOWE'S,GA-TRLR,5X8G,1,843.24,12546920,"LOWE'S OF NEWPORT, TN",302775913,Jason Miller,LOW02609,USA-NG,GA,#N/A,120 EPLEY RD,423-613-1860,NEWPORT,TN,37821
2/16/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546920,"LOWE'S OF NEWPORT, TN",302775913,Jason Miller,LOW02609,USA,GA,#N/A,120 EPLEY RD,423-613-1860,NEWPORT,TN,37821
2/16/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546920,"LOWE'S OF NEWPORT, TN",302775913,Jason Miller,LOW02609,USA,GA,#N/A,120 EPLEY RD,423-613-1860,NEWPORT,TN,37821
3/2/2026,LOWE'S,IA-TRLR,5.5X10GWHDP,2,3875.16,12546921,"LOWE'S OF PAPILLION, NE",302775914,Jason Miller,LOW02611,USA,IA,#N/A,8707 S. 71ST PLAZA,(402) 516-0968,PAPILLION,NE,68133
3/2/2026,LOWE'S,IA-TRLR,6X12GWHS16,2,4598.52,12546921,"LOWE'S OF PAPILLION, NE",302775914,Jason Miller,LOW02611,USA,IA,#N/A,8707 S. 71ST PLAZA,(402) 516-0968,PAPILLION,NE,68133
3/2/2026,LOWE'S,IA-TRLR,6X8GW2KPT,1,1328.23,12546921,"LOWE'S OF PAPILLION, NE",302775914,Jason Miller,LOW02611,USA,IA,#N/A,8707 S. 71ST PLAZA,(402) 516-0968,PAPILLION,NE,68133
3/2/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546922,"LOWE'S OF CLEARFIELD, PA",302775915,Jason Miller,LOW02613,USA,VA,#N/A,100 LOWES BOULEVARD,(814)-290-2000,CLEARFIELD,PA,16830
3/2/2026,LOWE'S,VA-TRLR,5X8G,2,1686.48,12546922,"LOWE'S OF CLEARFIELD, PA",302775915,Jason Miller,LOW02613,USA,VA,#N/A,100 LOWES BOULEVARD,(814)-290-2000,CLEARFIELD,PA,16830
3/16/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546923,"LOWE'S OF WARREN, PA",302775916,Jason Miller,LOW02614,USA,VA,#N/A,2625 MARKET STREET,(814)-313-9003,WARREN,PA,16365
3/16/2026,LOWE'S,VA-TRLR,6X12GWHS16,2,4598.52,12546923,"LOWE'S OF WARREN, PA",302775916,Jason Miller,LOW02614,USA,VA,#N/A,2625 MARKET STREET,(814)-313-9003,WARREN,PA,16365
3/16/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546923,"LOWE'S OF WARREN, PA",302775916,Jason Miller,LOW02614,USA,VA,#N/A,2625 MARKET STREET,(814)-313-9003,WARREN,PA,16365
3/16/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,1,1937.58,12546924,"LOWE'S OF CONCORD, NH",302775917,Jason Miller,LOW02617,USA,VA,#N/A,90 FORT EDDY ROAD,603-573-4101,CONCORD,NH,3301
3/16/2026,LOWE'S,VA-TRLR,5X8G,1,843.24,12546924,"LOWE'S OF CONCORD, NH",302775917,Jason Miller,LOW02617,USA,VA,#N/A,90 FORT EDDY ROAD,603-573-4101,CONCORD,NH,3301
3/16/2026,LOWE'S,VA-TRLR,6X12GWHS16,2,4598.52,12546924,"LOWE'S OF CONCORD, NH",302775917,Jason Miller,LOW02617,USA,VA,#N/A,90 FORT EDDY ROAD,603-573-4101,CONCORD,NH,3301
2/16/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,2,3875.16,12546925,"LOWE'S OF GALLATIN, TN",302775918,Jason Miller,LOW02618,USA,GA,#N/A,1301 NASHVILLE PIKE,(615) 230-2708,GALLATIN,TN,37066
2/16/2026,LOWE'S,GA-TRLR,6X12GWHS16,2,4598.52,12546925,"LOWE'S OF GALLATIN, TN",302775918,Jason Miller,LOW02618,USA,GA,#N/A,1301 NASHVILLE PIKE,(615) 230-2708,GALLATIN,TN,37066
2/16/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546925,"LOWE'S OF GALLATIN, TN",302775918,Jason Miller,LOW02618,USA,GA,#N/A,1301 NASHVILLE PIKE,(615) 230-2708,GALLATIN,TN,37066
3/2/2026,LOWE'S,NV-TRLR,5.5X10GWHDP,2,3875.16,12546926,"LOWE'S OF KEIZER, OR",302775919,Jason Miller,LOW02619,USA,NV,NV26-1025,6225 ULALI DRIVE NE,(503)-304-3010,KEIZER,OR,97303
3/2/2026,LOWE'S,NV-TRLR,5X8G,1,843.24,12546926,"LOWE'S OF KEIZER, OR",302775919,Jason Miller,LOW02619,USA,NV,NV26-1025,6225 ULALI DRIVE NE,(503)-304-3010,KEIZER,OR,97303
3/2/2026,LOWE'S,NV-TRLR,6X12GWHS16,1,2299.26,12546926,"LOWE'S OF KEIZER, OR",302775919,Jason Miller,LOW02619,USA,NV,NV26-1025,6225 ULALI DRIVE NE,(503)-304-3010,KEIZER,OR,97303
1/12/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546929,"LOWE'S OF RIDGELAND, MS",302775922,Jason Miller,LOW02622,USA,GA,GA26-1098,910 EAST COUNTY LINE,601-952-1700,RIDGELAND,MS,39157
1/12/2026,LOWE'S,GA-TRLR,5X8G,2,1686.48,12546929,"LOWE'S OF RIDGELAND, MS",302775922,Jason Miller,LOW02622,USA-NG,GA,GA26-1098,910 EAST COUNTY LINE,601-952-1700,RIDGELAND,MS,39157
1/12/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546929,"LOWE'S OF RIDGELAND, MS",302775922,Jason Miller,LOW02622,USA,GA,GA26-1098,910 EAST COUNTY LINE,601-952-1700,RIDGELAND,MS,39157
2/16/2026,LOWE'S,VA-TRLR,4X6G,2,1472.78,12546930,LOWE'S OF SPOTSYLVANIA,302775923,Jason Miller,LOW02623,USA,VA,VA26-1089,10101 SOUTHPOINT PARKWAY,540-369-9000,FREDERICKSBURG,VA,22407
2/16/2026,LOWE'S,VA-TRLR,5X8G,1,843.24,12546930,LOWE'S OF SPOTSYLVANIA,302775923,Jason Miller,LOW02623,USA,VA,VA26-1089,10101 SOUTHPOINT PARKWAY,540-369-9000,FREDERICKSBURG,VA,22407
2/16/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546930,LOWE'S OF SPOTSYLVANIA,302775923,Jason Miller,LOW02623,USA,VA,VA26-1089,10101 SOUTHPOINT PARKWAY,540-369-9000,FREDERICKSBURG,VA,22407
1/19/2026,Lowe's,VA-TRLR,5.5X10GWHDP,1,1937.58,12546931,"LOWE'S OF TAPPAHANNOCK, VA",302775924,Jason Miller,LOW02624,USA,VA,VA26-1026,2000 TAPPAHANNOCK BLVD,804-443-9110,TAPPAHANNOCK,VA,22560
1/19/2026,Lowe's,VA-TRLR,5X8G,2,1686.48,12546931,"LOWE'S OF TAPPAHANNOCK, VA",302775924,Jason Miller,LOW02624,USA,VA,VA26-1026,2000 TAPPAHANNOCK BLVD,804-443-9110,TAPPAHANNOCK,VA,22560
1/19/2026,Lowe's,VA-TRLR,6X12GWHS16,1,2299.26,12546931,"LOWE'S OF TAPPAHANNOCK, VA",302775924,Jason Miller,LOW02624,USA,VA,VA26-1026,2000 TAPPAHANNOCK BLVD,804-443-9110,TAPPAHANNOCK,VA,22560
1/19/2026,Lowe's,VA-TRLR,6X8GW2KPT,1,1328.23,12546931,"LOWE'S OF TAPPAHANNOCK, VA",302775924,Jason Miller,LOW02624,USA,VA,VA26-1026,2000 TAPPAHANNOCK BLVD,804-443-9110,TAPPAHANNOCK,VA,22560
3/2/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,1,1937.58,12546932,"LOWE'S OF WHEELING, WV",302775925,Jason Miller,LOW02625,USA,VA,#N/A,2801 CHAPLINE STREET,(304)-238-2000,WHEELING,WV,26003
3/2/2026,LOWE'S,VA-TRLR,5X8G,2,1686.48,12546932,"LOWE'S OF WHEELING, WV",302775925,Jason Miller,LOW02625,USA,VA,#N/A,2801 CHAPLINE STREET,(304)-238-2000,WHEELING,WV,26003
3/2/2026,LOWE'S,VA-TRLR,6X12GWHS16,1,2299.26,12546932,"LOWE'S OF WHEELING, WV",302775925,Jason Miller,LOW02625,USA,VA,#N/A,2801 CHAPLINE STREET,(304)-238-2000,WHEELING,WV,26003
2/16/2026,LOWE'S,TX-TRLR,5.5X10GWHDP,2,3875.16,12546933,"LOWE'S OF RAYMORE, MO",302775926,Jason Miller,LOW02626,USA,TX,#N/A,225 NORTH DEAN AVENUE,(816)348-4320,RAYMORE,MO,64083
2/16/2026,LOWE'S,TX-TRLR,6X12GWHS16,2,4598.52,12546933,"LOWE'S OF RAYMORE, MO",302775926,Jason Miller,LOW02626,USA,TX,#N/A,225 NORTH DEAN AVENUE,(816)348-4320,RAYMORE,MO,64083
2/16/2026,LOWE'S,TX-TRLR,6X8GW2KPT,1,1328.23,12546933,"LOWE'S OF RAYMORE, MO",302775926,Jason Miller,LOW02626,USA,TX,#N/A,225 NORTH DEAN AVENUE,(816)348-4320,RAYMORE,MO,64083
3/16/2026,LOWE'S,VA-TRLR,4X5LSHS,1,569.54,12546934,"LOWE'S OF N. WINDHAM, ME",302775927,Jason Miller,LOW02629,USA,VA,#N/A,64 MANCHESTER DRIVE,(207) 893-4016,WINDHAM,ME,4062
3/16/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546934,"LOWE'S OF N. WINDHAM, ME",302775927,Jason Miller,LOW02629,USA,VA,#N/A,64 MANCHESTER DRIVE,(207) 893-4016,WINDHAM,ME,4062
3/16/2026,LOWE'S,VA-TRLR,6X12GWHS16,2,4598.52,12546934,"LOWE'S OF N. WINDHAM, ME",302775927,Jason Miller,LOW02629,USA,VA,#N/A,64 MANCHESTER DRIVE,(207) 893-4016,WINDHAM,ME,4062
3/16/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546934,"LOWE'S OF N. WINDHAM, ME",302775927,Jason Miller,LOW02629,USA,VA,#N/A,64 MANCHESTER DRIVE,(207) 893-4016,WINDHAM,ME,4062
2/16/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546935,"LOWE'S OF WEAVERVILLE, NC",302775928,Jason Miller,LOW02634,USA,GA,#N/A,24 NORTHRIDGE COMMONS PKWY,(828)-782-9020,WEAVERVILLE,NC,28787
2/16/2026,LOWE'S,GA-TRLR,6X12GWHS16,2,4598.52,12546935,"LOWE'S OF WEAVERVILLE, NC",302775928,Jason Miller,LOW02634,USA,GA,#N/A,24 NORTHRIDGE COMMONS PKWY,(828)-782-9020,WEAVERVILLE,NC,28787
2/16/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546935,"LOWE'S OF WEAVERVILLE, NC",302775928,Jason Miller,LOW02634,USA,GA,#N/A,24 NORTHRIDGE COMMONS PKWY,(828)-782-9020,WEAVERVILLE,NC,28787
3/2/2026,LOWE'S,VA-ALTRLR,6X10AGW,1,2398,12546936,"LOWE'S OF WOODSTOCK, VA",302775929,Jason Miller,LOW02637,USA-AL,VA,#N/A,1220 HENRY FORD DRIVE,540-459-1040,WOODSTOCK,VA,22664
3/2/2026,LOWE'S,VA-TRLR,4X5LSHS,1,569.54,12546936,"LOWE'S OF WOODSTOCK, VA",302775929,Jason Miller,LOW02637,USA,VA,#N/A,1220 HENRY FORD DRIVE,540-459-1040,WOODSTOCK,VA,22664
3/2/2026,LOWE'S,VA-TRLR,4X6G,1,736.39,12546936,"LOWE'S OF WOODSTOCK, VA",302775929,Jason Miller,LOW02637,USA,VA,#N/A,1220 HENRY FORD DRIVE,540-459-1040,WOODSTOCK,VA,22664
3/2/2026,LOWE'S,VA-TRLR,5.5X9GPR,1,1696.81,12546936,"LOWE'S OF WOODSTOCK, VA",302775929,Jason Miller,LOW02637,USA,VA,#N/A,1220 HENRY FORD DRIVE,540-459-1040,WOODSTOCK,VA,22664
3/2/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546936,"LOWE'S OF WOODSTOCK, VA",302775929,Jason Miller,LOW02637,USA,VA,#N/A,1220 HENRY FORD DRIVE,540-459-1040,WOODSTOCK,VA,22664
1/19/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,2,3875.16,12546937,"LOWE'S OF BRUNSWICK, GA",302775930,Jason Miller,LOW02643,USA,GA,GA26-1240,300 GLYNN ISLES,(912) 261-3169,BRUNSWICK,GA,31525
1/19/2026,LOWE'S,GA-TRLR,6X12GWHS16,2,4598.52,12546937,"LOWE'S OF BRUNSWICK, GA",302775930,Jason Miller,LOW02643,USA,GA,GA26-1240,300 GLYNN ISLES,(912) 261-3169,BRUNSWICK,GA,31525
1/19/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546937,"LOWE'S OF BRUNSWICK, GA",302775930,Jason Miller,LOW02643,USA,GA,GA26-1240,300 GLYNN ISLES,(912) 261-3169,BRUNSWICK,GA,31525
1/12/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546938,"LOWE'S OF PALM BAY, FL",302775931,Jason Miller,LOW02644,USA,GA,GA26-1096,1166 MALABAR ROAD,321-327-6906,PALM BAY,FL,32907
1/12/2026,LOWE'S,GA-TRLR,5X8G,1,843.24,12546938,"LOWE'S OF PALM BAY, FL",302775931,Jason Miller,LOW02644,USA-NG,GA,GA26-1096,1166 MALABAR ROAD,321-327-6906,PALM BAY,FL,32907
1/12/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546938,"LOWE'S OF PALM BAY, FL",302775931,Jason Miller,LOW02644,USA,GA,GA26-1096,1166 MALABAR ROAD,321-327-6906,PALM BAY,FL,32907
1/12/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546938,"LOWE'S OF PALM BAY, FL",302775931,Jason Miller,LOW02644,USA,GA,GA26-1096,1166 MALABAR ROAD,321-327-6906,PALM BAY,FL,32907
1/19/2026,LOWE'S,TX-TRLR,5.5X10GWHDP,2,3875.16,12546940,"LOWE'S OF GREENVILLE, TX",302775933,Jason Miller,LOW02646,USA,TX,TX26-1115,3122 INTERSTATE 30 WEST,(903) 453-3170,GREENVILLE,TX,75402
1/19/2026,LOWE'S,TX-TRLR,6X12GWHS16,2,4598.52,12546940,"LOWE'S OF GREENVILLE, TX",302775933,Jason Miller,LOW02646,USA,TX,TX26-1115,3122 INTERSTATE 30 WEST,(903) 453-3170,GREENVILLE,TX,75402
1/19/2026,LOWE'S,TX-TRLR,6X8GW2KPT,1,1328.23,12546940,"LOWE'S OF GREENVILLE, TX",302775933,Jason Miller,LOW02646,USA,TX,TX26-1115,3122 INTERSTATE 30 WEST,(903) 453-3170,GREENVILLE,TX,75402
2/16/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546941,"LOWE'S OF BELMONT, NC",302775934,Jason Miller,LOW02650,USA,GA,#N/A,200 CALDWELL FARM RD.,(704)-825-6405,BELMONT,NC,28012
2/16/2026,LOWE'S,GA-TRLR,6X12GWHS16,2,4598.52,12546941,"LOWE'S OF BELMONT, NC",302775934,Jason Miller,LOW02650,USA,GA,#N/A,200 CALDWELL FARM RD.,(704)-825-6405,BELMONT,NC,28012
2/16/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546941,"LOWE'S OF BELMONT, NC",302775934,Jason Miller,LOW02650,USA,GA,#N/A,200 CALDWELL FARM RD.,(704)-825-6405,BELMONT,NC,28012
1/12/2026,LOWE'S,GA-TRLR,4X6G,1,736.39,12546942,"LOWE'S OF FERN PARK, FL",302775935,Jason Miller,LOW02652,USA,GA,GA26-1204,6735 SOUTH US HIGHWAY 17-92,(321)207-2860,FERN PARK,FL,32730
1/12/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546942,"LOWE'S OF FERN PARK, FL",302775935,Jason Miller,LOW02652,USA,GA,GA26-1204,6735 SOUTH US HIGHWAY 17-92,(321)207-2860,FERN PARK,FL,32730
1/12/2026,LOWE'S,GA-TRLR,5X8G,1,843.24,12546942,"LOWE'S OF FERN PARK, FL",302775935,Jason Miller,LOW02652,USA-NG,GA,GA26-1204,6735 SOUTH US HIGHWAY 17-92,(321)207-2860,FERN PARK,FL,32730
1/12/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546942,"LOWE'S OF FERN PARK, FL",302775935,Jason Miller,LOW02652,USA,GA,GA26-1204,6735 SOUTH US HIGHWAY 17-92,(321)207-2860,FERN PARK,FL,32730
1/19/2026,LOWE'S,TX-TRLR,5.5X10GWHDP,1,1937.58,12546943,"LOWE'S OF MOORE, OK",302775936,Jason Miller,LOW02655,USA,TX,TX26-1122,1501 SOUTH I-35 SERVICE ROAD,(405) 246-3581,MOORE,OK,73160
1/19/2026,LOWE'S,TX-TRLR,5X8G,1,843.24,12546943,"LOWE'S OF MOORE, OK",302775936,Jason Miller,LOW02655,USA,TX,TX26-1122,1501 SOUTH I-35 SERVICE ROAD,(405) 246-3581,MOORE,OK,73160
1/19/2026,LOWE'S,TX-TRLR,6X12GWHS16,1,2299.26,12546943,"LOWE'S OF MOORE, OK",302775936,Jason Miller,LOW02655,USA,TX,TX26-1122,1501 SOUTH I-35 SERVICE ROAD,(405) 246-3581,MOORE,OK,73160
1/19/2026,LOWE'S,TX-TRLR,6X8GW2KPT,1,1328.23,12546943,"LOWE'S OF MOORE, OK",302775936,Jason Miller,LOW02655,USA,TX,TX26-1122,1501 SOUTH I-35 SERVICE ROAD,(405) 246-3581,MOORE,OK,73160
3/2/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546945,"LOWE'S OF MILFORD, CT",302775938,Jason Miller,LOW02658,USA,VA,#N/A,311 OLD GATE LANE,(203) 701-3150,MILFORD,CT,6460
3/2/2026,LOWE'S,VA-TRLR,5X8G,2,1686.48,12546945,"LOWE'S OF MILFORD, CT",302775938,Jason Miller,LOW02658,USA,VA,#N/A,311 OLD GATE LANE,(203) 701-3150,MILFORD,CT,6460
1/19/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546946,"LOWE'S OF ANNISTON, AL",302775939,Jason Miller,LOW02659,USA,GA,GA26-1175,4901 MCCLELLAN BLVD.,(256) 499-9030,ANNISTON,AL,36206
1/19/2026,LOWE'S,GA-TRLR,5X8G,2,1686.48,12546946,"LOWE'S OF ANNISTON, AL",302775939,Jason Miller,LOW02659,USA-NG,GA,GA26-1175,4901 MCCLELLAN BLVD.,(256) 499-9030,ANNISTON,AL,36206
1/19/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546946,"LOWE'S OF ANNISTON, AL",302775939,Jason Miller,LOW02659,USA,GA,GA26-1175,4901 MCCLELLAN BLVD.,(256) 499-9030,ANNISTON,AL,36206
3/2/2026,LOWE'S,NV-TRLR,5.5X10GWHDP,1,1937.58,12546947,"LOWE'S OF FERNLEY, NV",302775940,Jason Miller,LOW02661,USA,NV,NV26-1019,375 STANLEY DRIVE,775-980-4000,FERNLEY,NV,89408
3/2/2026,LOWE'S,NV-TRLR,5.5X9GPR,1,1696.81,12546947,"LOWE'S OF FERNLEY, NV",302775940,Jason Miller,LOW02661,USA,NV,NV26-1019,375 STANLEY DRIVE,775-980-4000,FERNLEY,NV,89408
3/2/2026,LOWE'S,NV-TRLR,6X12GWHS16,2,4598.52,12546947,"LOWE'S OF FERNLEY, NV",302775940,Jason Miller,LOW02661,USA,NV,NV26-1019,375 STANLEY DRIVE,775-980-4000,FERNLEY,NV,89408
3/2/2026,LOWE'S,NV-TRLR,6X8GW2KPT,1,1328.23,12546947,"LOWE'S OF FERNLEY, NV",302775940,Jason Miller,LOW02661,USA,NV,NV26-1019,375 STANLEY DRIVE,775-980-4000,FERNLEY,NV,89408
2/16/2026,LOWE'S,GA-TRLR,5X8G,2,1686.48,12546948,"LOWE'S OF LONDON, KY",302775942,Jason Miller,LOW02666,USA-NG,GA,#N/A,136 KEAVY ROAD,(606) 330-1440,LONDON,KY,40744
2/16/2026,LOWE'S,GA-TRLR,6X12GWHS16,2,4598.52,12546948,"LOWE'S OF LONDON, KY",302775942,Jason Miller,LOW02666,USA,GA,#N/A,136 KEAVY ROAD,(606) 330-1440,LONDON,KY,40744
1/12/2026,LOWE'S,TX-TRLR,5.5X10GWHDP,1,1937.58,12546950,"LOWE'S OF HUTTO, TX",302775944,Jason Miller,LOW02670,USA,TX,TX26-1101,201 ED SCHMIDT BOULEVARD,512-846-1620,HUTTO,TX,78634
1/12/2026,LOWE'S,TX-TRLR,5X8G,2,1686.48,12546950,"LOWE'S OF HUTTO, TX",302775944,Jason Miller,LOW02670,USA,TX,TX26-1101,201 ED SCHMIDT BOULEVARD,512-846-1620,HUTTO,TX,78634
1/12/2026,LOWE'S,TX-TRLR,6X12GWHS16,1,2299.26,12546950,"LOWE'S OF HUTTO, TX",302775944,Jason Miller,LOW02670,USA,TX,TX26-1101,201 ED SCHMIDT BOULEVARD,512-846-1620,HUTTO,TX,78634
1/12/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,1,1937.58,12546951,"LOWE'S OF APOPKA, FL",302775945,Jason Miller,LOW02673,USA,GA,GA26-1204,1651 W ORANGE BLOSSOM TRAIL,407-814-2760,APOPKA,FL,32712
1/12/2026,LOWE'S,GA-TRLR,5X8G,2,1686.48,12546951,"LOWE'S OF APOPKA, FL",302775945,Jason Miller,LOW02673,USA-NG,GA,GA26-1204,1651 W ORANGE BLOSSOM TRAIL,407-814-2760,APOPKA,FL,32712
1/12/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546951,"LOWE'S OF APOPKA, FL",302775945,Jason Miller,LOW02673,USA,GA,GA26-1204,1651 W ORANGE BLOSSOM TRAIL,407-814-2760,APOPKA,FL,32712
1/19/2026,LOWE'S,GA-TRLR,5.5X10GWHDP,2,3875.16,12546952,"LOWE'S OF AMERICUS, GA",302775946,Jason Miller,LOW02674,USA,GA,GA26-1236,1700 E. LAMAR STREET,(229) 928-8167,AMERICUS,GA,31709
1/19/2026,LOWE'S,GA-TRLR,6X12GWHS16,1,2299.26,12546952,"LOWE'S OF AMERICUS, GA",302775946,Jason Miller,LOW02674,USA,GA,GA26-1236,1700 E. LAMAR STREET,(229) 928-8167,AMERICUS,GA,31709
1/19/2026,LOWE'S,GA-TRLR,6X8GW2KPT,1,1328.23,12546952,"LOWE'S OF AMERICUS, GA",302775946,Jason Miller,LOW02674,USA,GA,GA26-1236,1700 E. LAMAR STREET,(229) 928-8167,AMERICUS,GA,31709
3/2/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546953,"LOWE'S OF LANCASTER, PA",302775947,Jason Miller,LOW02687,USA,VA,#N/A,1845 HEMPSTEAD ROAD,717-399-1760,LANCASTER,PA,17601
3/2/2026,LOWE'S,VA-TRLR,6X12GWHS16,2,4598.52,12546953,"LOWE'S OF LANCASTER, PA",302775947,Jason Miller,LOW02687,USA,VA,#N/A,1845 HEMPSTEAD ROAD,717-399-1760,LANCASTER,PA,17601
3/2/2026,LOWE'S,VA-TRLR,6X8GW2KPT,1,1328.23,12546953,"LOWE'S OF LANCASTER, PA",302775947,Jason Miller,LOW02687,USA,VA,#N/A,1845 HEMPSTEAD ROAD,717-399-1760,LANCASTER,PA,17601
1/19/2026,LOWE'S,VA-TRLR,5.5X10GWHDP,2,3875.16,12546954,"LOWE'S OF HENRICO, VA.",302775948,Jason Miller,LOW02691,USA,VA,VA26-1030,4551 S. LABURNUM AVENUE,(804) 226-5440,HENRICO,VA,23231
