order_id,so_num,order_due_date,order_created_date,order_ship_date,plant,customer,cust_name,address1,address2,city,state,zip,normalized_zip,dest_lat,dest_lng,origin_plant_lat,origin_plant_lng,origin_to_dest_miles_haversine,ia_state_rate_per_mile,standalone_estimated_cost_single_stop,requires_return_to_origin_lowes_rule,total_qty,total_sales,order_total_length_ft,order_utilization_pct,order_utilization_grade,order_utilization_credit_ft,order_exceeds_capacity,line_count,order_is_excluded,needs_review,order_status,last_seen_at,closed_at,last_upload_id,days_until_due,window_start_date,window_end_date,line_rows_in_export,order_has_blocking_line_assignment,order_has_any_excluded_line,order_has_any_eligible_line_now
3757,12604191,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,5800 MERLE HAY RD,,JOHNSTON,IA,50131,50131,41.69749,-93.72021,41.55944,-95.9025,113.11,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4173,12604192,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,3020 SW ORALABOR ROAD,,ANKENY,IA,50023,50023,41.72768,-93.63412,41.55944,-95.9025,117.7,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4176,12604193,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1512 9TH ST E,,MENOMONIE,WI,54751,54751,44.84971,-91.92994,41.55944,-95.9025,302.78,2.22,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3936,12604198,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,812 COTTAGE AVE,,VERMILLION,SD,57069,57069,42.84348,-96.98774,41.55944,-95.9025,104.68,3.5,800.0,0,4,6200.0,14.0,26.4,F,14.0,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3825,12604199,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,20 W HIGHWAY 12,,WEBSTER,SD,57274,57274,45.30943,-97.55533,41.55944,-95.9025,272.05,3.5,1007.16,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3704,12604202,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1420 COMMERCE STREET,,MITCHELL,SD,57301,57301,43.71136,-98.04155,41.55944,-95.9025,184.19,3.5,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4307,12604203,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,580 US HIGHWAY 18 E,,CLEAR LAKE,IA,50428,50428,43.13573,-93.38815,41.55944,-95.9025,168.36,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4008,12604205,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,205 S CENTURY AVE,,WAUNAKEE,WI,53597,53597,43.18258,-89.45726,41.55944,-95.9025,347.5,2.22,826.46,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4004,12604209,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,5506 ELEVATOR RD,,ROSCOE,IL,61073,61073,42.42434,-88.99346,41.55944,-95.9025,359.71,2.7,1026.22,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3990,12604210,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,670 WATER ST S,,NORTHFIELD,MN,55057,55057,44.47281,-93.17939,41.55944,-95.9025,243.79,3.2,835.14,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3989,12604211,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,2626 11TH AVE,,GREENLY,CO,80631,80631,40.44216,-104.67809,41.55944,-95.9025,463.88,3.48,1669.31,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4007,12604212,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,4627 OSAGE BEACH PKWY,,OSAGE BEACH,MO,65065,65065,38.13462,-92.66593,41.55944,-95.9025,292.32,2.75,858.89,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3827,12604213,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1120 E RICHARDS ST,,DOUGLAS,WY,82633,82633,42.99525,-105.39874,41.55944,-95.9025,495.24,3.05,1565.48,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3874,12604214,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,812 COTTAGE AVE,,VERMILLION,SD,57069,57069,42.84348,-96.98774,41.55944,-95.9025,104.68,3.5,800.0,0,2,3350.0,12.0,9.1,F,4.8,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4081,12604215,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,410 10TH ST SE,,JAMESTOWN,ND,58401,58401,46.88145,-98.76883,41.55944,-95.9025,394.11,3.26,1339.79,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3988,12604216,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,2617 1ST AVE E,,NEWTON,IA,50208,50208,41.71129,-93.03924,41.55944,-95.9025,148.23,3.75,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4080,12604218,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,150 SOUTHGATE DR,,AITKIN,MN,56431,56431,46.4828,-93.64356,41.55944,-95.9025,358.19,3.2,1201.2,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4113,12604221,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,900 21ST ST SW,,HURON,SD,57350,57350,44.3948,-98.20037,41.55944,-95.9025,227.74,3.5,852.1,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4489,12604224,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1317 N JOHN WAYNE DRIVE,,WINTERSET,IA,50273,50273,41.32838,-94.05606,41.55944,-95.9025,96.96,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4280,12604227,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1865 W WAYZATA BLVD,,LONG LAKE,MN,55356,55356,44.99565,-93.58628,41.55944,-95.9025,264.45,3.2,901.25,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4175,12604228,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1512 9TH ST E,,MENOMONIE,WI,54751,54751,44.84971,-91.92994,41.55944,-95.9025,302.78,2.22,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4174,12604229,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,3020 SW ORALABOR ROAD,,ANKENY,IA,50023,50023,41.72768,-93.63412,41.55944,-95.9025,117.7,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3756,12604230,2026-02-25,2026-02-04,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,5800 MERLE HAY RD,,JOHNSTON,IA,50131,50131,41.69749,-93.72021,41.55944,-95.9025,113.11,3.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3816,12604236,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,508 ALMA ST,,POUND,WI,54161,54161,45.12449,-88.15696,41.55944,-95.9025,460.32,2.22,1076.91,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3820,12604238,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,16820 DULUTH AVE SE,,PRIOR LAKE,MN,55372,55372,44.67791,-93.41237,41.55944,-95.9025,249.38,3.2,853.01,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3751,12604240,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,700 E 92 HIGHWAY,,KEARNEY,MO,64060,64060,39.37134,-94.36821,41.55944,-95.9025,171.35,2.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3933,12604245,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,3202-13TH AVE S,,FARGO,ND,58103,58103,46.85639,-96.82234,41.55944,-95.9025,368.82,3.26,1257.36,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4430,12604253,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,200 S BOLTWOOD ST,,HASTINGS,MI,49058,49058,42.63331,-85.29316,41.55944,-95.9025,548.62,2.2,1261.97,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3760,12604257,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,635 N PERSHING ST,,ENERGY,IL,62933,62933,37.77363,-89.02003,41.55944,-95.9025,449.69,2.7,1269.17,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4112,12604262,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,3488 KELLY ST,,HUDSONVILLE,MI,49426,49426,42.86636,-85.89038,41.55944,-95.9025,519.96,2.2,1198.92,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4277,12604263,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1114 3RD ST NW,,ROSEAU,MN,56751,56751,48.80929,-95.76035,41.55944,-95.9025,500.99,3.2,1658.18,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4278,12604266,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,170 E 2ND S,,CHEYENNE WELLS,CO,80810,80810,38.82589,-102.4454,41.55944,-95.9025,393.47,3.48,1424.27,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3761,12604268,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,400 W AVE A,,OSHKOSH,NE,69154,69154,41.4642,-102.35349,41.55944,-95.9025,333.77,3.3,1156.45,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3702,12604269,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,"15700 N 169 HWY, UNIT D",,SMITHVILLE,MO,64089,64089,39.39007,-94.56483,41.55944,-95.9025,165.56,2.75,800.0,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4177,12604274,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,55 S DUBUQUE ST,,NORTH LIBERTY,IA,52317,52317,41.76277,-91.63142,41.55944,-95.9025,220.91,3.75,883.4,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3893,12604276,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,25990 CROCKER BLVD,,HARRISON TOWNSHIP,MI,48045,48045,42.59121,-82.83017,41.55944,-95.9025,673.56,2.2,1536.83,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3954,12604278,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,24708 75TH ST,,SALEM,WI,53168,53168,42.57858,-88.12999,41.55944,-95.9025,404.7,2.22,953.43,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4079,12604279,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,417 MILWAUKEE AVE,,BURLINGTON,WI,53105,53105,42.66412,-88.28045,41.55944,-95.9025,397.94,2.22,938.42,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3987,12604281,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,701 SPRUCE STREET,,ALEXANDRIA,SD,57311,57311,43.65112,-97.76483,41.55944,-95.9025,172.79,3.5,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3879,12604285,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1662 MARKET DR,,STILLWATER,MN,55082,55082,45.07446,-92.84006,41.55944,-95.9025,287.51,3.2,975.04,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3790,12604286,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1300 1ST ST NE,,NEW PRAGUE,MN,56071,56071,44.53459,-93.58209,41.55944,-95.9025,236.6,3.2,812.11,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3891,12604287,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,125 N MARQUETTE RD,,PRAIRIE DU CHIEN,WI,53821,53821,43.04769,-91.06569,41.55944,-95.9025,267.66,2.22,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3722,12604288,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,217 N CENTER AVE,,VIROQUA,WI,54665,54665,43.5319,-90.92134,41.55944,-95.9025,287.81,2.22,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3789,12604292,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,747 S C ST,,BROKEN BOW,NE,68822,68822,41.38899,-99.62766,41.55944,-95.9025,193.2,3.3,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3878,12604293,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1140 E 5TH ST,,WINNER,SD,57580,57580,43.28987,-100.05772,41.55944,-95.9025,243.3,3.5,906.54,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3882,12604294,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,122 W VINE ST,,OWATONNA,MN,55060,55060,44.05966,-93.22639,41.55944,-95.9025,219.63,3.2,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3881,12604300,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,312 1ST ST E,,INDEPENDENCE,IA,50644,50644,42.47751,-91.89721,41.55944,-95.9025,215.15,3.75,861.81,0,2,3350.0,12.0,9.1,F,4.8,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4069,12604301,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,702 9TH AVE SE,,WATERTOWN,SD,57201,57201,44.93412,-97.09424,41.55944,-95.9025,240.77,3.5,897.68,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4006,12604302,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1405 OLD ST MARYS RD,,PERRYVILLE,MO,63775,63775,37.71051,-89.87919,41.55944,-95.9025,416.3,2.75,1199.83,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4002,12604303,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,301 E HIGHWAY 18,,MARTIN,SD,57551,57551,43.18087,-101.70012,41.55944,-95.9025,316.38,3.5,1162.32,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3788,12604306,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1718 CENTRAL ST W,,BAGLEY,MN,56621,56621,47.40975,-95.41597,41.55944,-95.9025,404.95,3.2,1350.84,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3890,12604307,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,8674 W RADCLIFF RD,,HARDINSBURG,IN,47125,47125,38.46341,-86.30825,41.55944,-95.9025,550.58,2.15,1238.74,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4078,12604308,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,503 LAKE AVE W,,LADYSMITH,WI,54848,54848,45.51546,-91.10284,41.55944,-95.9025,363.9,2.22,862.85,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4001,12604312,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1007 US HIGHWAY 23 N,,ALPENA,MI,49707,49707,45.09375,-83.50186,41.55944,-95.9025,668.58,2.2,1525.88,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4000,12604315,2026-02-25,2026-02-05,2026-02-25,IA,WALSHS ACE HRDWR,WALSHS ACE HRDWR,1420 STATE ROAD 69,,NEW GLARUS,WI,53574,53574,42.81851,-89.65181,41.55944,-95.9025,331.54,2.22,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3721,12604318,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,104 STATE AVENUE,,WARROAD,MN,56763,56763,48.80879,-95.34167,41.55944,-95.9025,501.65,3.2,1660.29,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4068,12604319,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,28 S MAIN ST,,RICE LAKE,WI,54868,54868,45.52723,-91.70977,41.55944,-95.9025,345.24,2.22,821.43,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4309,12604320,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,626 WASHINGTON ST,,HORICON,WI,53032,53032,43.44708,-88.6234,41.55944,-95.9025,392.92,2.22,927.27,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3775,12604321,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,23 1ST AVE SW,,LE MARS,IA,51031,51031,42.80282,-96.18092,41.55944,-95.9025,87.09,3.75,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3952,12604326,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1502 16TH AVE,,BLOOMER,WI,54724,54724,45.10793,-91.48458,41.55944,-95.9025,330.69,2.22,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4428,12604327,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1818 WISCONSIN AVE,,GRAFTON,WI,53024,53024,43.33233,-87.93299,41.55944,-95.9025,424.22,2.22,996.76,0,1,1550.0,14.0,6.6,F,3.5,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3953,12604330,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,19040 DEWEY ST,,WHITEHALL,WI,54773,54773,44.39301,-91.3002,41.55944,-95.9025,304.0,2.22,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
4070,12604333,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1700 13TH ST N,,HUMBOLDT,IA,50548,50548,42.71275,-94.22645,41.55944,-95.9025,117.15,3.75,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3787,12604334,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,701 S WESTERN AVENUE,,HARTFORD,SD,57033,57033,43.61613,-96.96037,41.55944,-95.9025,151.96,3.5,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3723,12604336,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,2842 16TH ST,,MOLINE,IL,61265,61265,41.48195,-90.48895,41.55944,-95.9025,280.07,2.7,811.2,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3871,12604337,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,1460 33RD AVE,,COLUMBUS,NE,68601,68601,41.45205,-97.39477,41.55944,-95.9025,77.57,3.3,800.0,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
3892,12604338,2026-02-25,2026-02-05,2026-02-25,IA,ACE HARDWARE CORPORATION,ACE HARDWARE CORPORATION,4083 ARBOR LANE,,NEW PALESTINE,IN,46163,46163,39.7287,-85.90435,41.55944,-95.9025,538.9,2.15,1213.63,0,1,1675.0,12.0,4.5,F,2.4,0,1,0,0,OPEN,2026-02-12T22:59:23,,18,12,2026-02-13,2026-02-27,1,1,0,0
